id,name_english,name_spanish,website,languages_spoken_english,languages_spoken_spanish,customers_served_english,customers_served_spanish,notes_english,notes_spanish,categories_english,categories_spanish,tags_english,tags_spanish
1024,Lompoc Foursquare Church,Iglesia Cuadrangular de Lompoc,https://lompocfoursquare.com/,English,ingles,,,,,food,comida,hungry<&&>hunger<&&>snacks<&&>food<&&>nutrition<&&>dinner<&&>foursquare church<&&>lompoc foursquare church<&&>lompoc<&&>english<&&>snack<&&>meals<&&>93436<&&>eat<&&>125 n. c street,bocadillo<&&>nutricion<&&>comer<&&>comidas<&&>iglesia cuadrangular de lompoc<&&>hambre<&&>bocadillos<&&>lompoc<&&>93436<&&>cena<&&>iglesia cuadrangular<&&>comida<&&>ingles<&&>125 n. c calle
1025,La Purisma Concepcion,La purismo Concepcion,https://www.lapurisimamission.org/,English<&&> Spanish,Ingles Espanol,,,,,food,comida,meals<&&>hungry<&&>hunger<&&>snacks<&&>food<&&>nutrition<&&>213 w. olive avenue<&&>dinner<&&>lompoc<&&>english<&&>snack<&&>eat<&&>la purisma concepcion<&&>93436<&&>spanish,ingles<&&>nutricion<&&>comer<&&>213 w. avenida de los olivos<&&>comidas<&&>espanol<&&>bocadillos<&&>hambre<&&>lompoc<&&>cena<&&>la purisma concepcion<&&>comida<&&>93436<&&>bocadillo
1026,New Life Christian Center,Centro Cristiano Nueva Vida,,English,ingles,,,,,food,comida,hungry<&&>hunger<&&>snacks<&&>food<&&>new life christian center<&&>nutrition<&&>dinner<&&>lompoc<&&>english<&&>snack<&&>meals<&&>816 n. c street<&&>93436<&&>eat,nutricion<&&>comer<&&>816 n. c calle<&&>bocadillos<&&>hambre<&&>centro cristiano nueva vida<&&>lompoc<&&>93436<&&>cena<&&>comidas<&&>comida<&&>ingles<&&>bocadillo
1027,Micah Mission,Mision Miqueas,https://www.micahmission.com/,English,ingles,,,Micah Mission endeavors to answer the call of Micah 6:8 by working relationally and collaboratively to identify and meet the needs of the homeless and marginalized of the Lompoc area by:             … doing justice… through education<&&> dialogue<&&> and advocacy                                  … loving kindness… by building relationships and compassionately serving the homeless and marginalized                                                     … walking humbly with God… by providing opportunities for the spiritual growth of those we serve<&&>                                                                                                    those who serve<&&> and those we collaborate with.,Miqueas Mision se esfuerza por responder al llamado de Miqueas 6: 8 trabajando relacional y colaborativamente para identificar y satisfacer las necesidades de las personas sin hogar y marginadas del area de Lompoc al: ... hacer justicia ... a traves de la educacion<&&> el dialogo y la defensa ... bondad amorosa ... construyendo relaciones y sirviendo con compasion a los desamparados y marginados… caminando humildemente con Dios… brindando oportunidades para el crecimiento espiritual de aquellos a quienes servimos<&&> aquellos que servimos y aquellos con quienes colaboramos.,food,comida,hungry<&&>micah mission<&&>hunger<&&>38 n. b street<&&>snacks<&&>food<&&>nutrition<&&>dinner<&&>lompoc<&&>english<&&>snack<&&>meals<&&>93436<&&>eat,nutricion<&&>comer<&&>38 n. b calle<&&>bocadillos<&&>hambre<&&>mision miqueas<&&>93436<&&>lompoc<&&>cena<&&>comidas<&&>comida<&&>ingles<&&>bocadillo
1028,Creek Village,Creek Village,https://hasbarco.org/creekside-village/,English,ingles,,,,,food,comida,hungry<&&>hunger<&&>93440<&&>food<&&>nutrition<&&>creek village<&&>260 gonzales drive<&&>english<&&>snack<&&>meals<&&>snacks<&&>eat<&&>los alamos<&&>bulk food,ingles<&&>nutricion<&&>comer<&&>93440<&&>creek village<&&>260 gonzales drive<&&>bocadillos<&&>hambre<&&>comida a granel<&&>comidas<&&>comida<&&>bocadillo<&&>los alamos
1029,Mission Santa Ines,Mision Santa Ines,https://missionsantaines.org/,English,ingles,,,,,food,comida,hungry<&&>hunger<&&>snacks<&&>food<&&>93463<&&>mission santa ines<&&>nutrition<&&>english<&&>snack<&&>meals<&&>solvang<&&>1760 mission drive<&&>eat<&&>bulk food,nutricion<&&>comer<&&>93463<&&>mission santa ines<&&>bocadillos<&&>hambre<&&>comida a granel<&&>comida<&&>1760 mission drive<&&>comidas<&&>solvang<&&>ingles<&&>bocadillo
1030,First United Methodist Church,Primera Iglesia Metodista Unida,https://lompocumc.org/,English,ingles,,,We are a congregation of persons inspired by Christ to care for one another<&&> care for all our neighbors<&&> and care for our Lompoc community.,Somos una congregacion de personas inspiradas por Cristo para cuidarnos unos a otros<&&> cuidar a todos nuestros vecinos y cuidar nuestra comunidad de Lompoc.,food,comida,hunger<&&>nutrition<&&>mobile food pantry<&&>first united methodist church<&&>english<&&>hungry<&&>snacks<&&>93436<&&>925 n. f street<&&>311 s. broadway<&&>showers<&&>lompoc<&&>santa maria<&&>snack<&&>meals<&&>93454<&&>food<&&>hygiene products<&&>eat,nutricion<&&>despensa movil de alimentos<&&>comer<&&>primera iglesia metodista unida<&&>comidas<&&>duchas<&&>311 s. broadway<&&>bocadillos<&&>hambre<&&>productos de higiene<&&>lompoc<&&>santa maria<&&>inglesa<&&>93454<&&>comida<&&>93436<&&>bocadillo<&&>925 n. calle f
1031,Santa Rita Village Apartments,Apartamentos en Santa Rita Village,,English,ingles,,,,,food,comida,hungry<&&>hunger<&&>917 w. ocean ave<&&>snacks<&&>food<&&>nutrition<&&>mobile food pantry<&&>santa rita village apartments<&&>lompoc<&&>english<&&>snack<&&>meals<&&>93436<&&>eat,ingles<&&>nutricion<&&>comer<&&>917 w. Ocean Ave<&&>apartamentos santa rita village<&&>bocadillos<&&>despensa de comida movil<&&>hambre<&&>lompoc<&&>comidas<&&>comida<&&>93436<&&>bocadillo
1032,New Hope Christian Church,Iglesia Cristiana Nueva Esperanza,,English,ingles,,,,,food,comida,hungry<&&>hunger<&&>new hope christian church<&&>snacks<&&>food<&&>nutrition<&&>mobile food pantry<&&>213 n. j street<&&>lompoc<&&>english<&&>snack<&&>meals<&&>93436<&&>eat,nutricion<&&>despensa movil de alimentos<&&>comer<&&>iglesia cristiana nueva esperanza<&&>213 n. j calle<&&>hambre<&&>bocadillos<&&>lompoc<&&>93436<&&>comidas<&&>comida<&&>ingles<&&>bocadillo
1033,Los Alamos Senior Center,Los Alamos Senior Center,,English,ingles,,,,,food,comida,690 bell street<&&>los alamos senior center<&&>hungry<&&>hunger<&&>93440<&&>food<&&>nutrition<&&>mobile food pantry<&&>english<&&>snack<&&>meals<&&>snacks<&&>eat<&&>los alamos,690 bell street<&&>los alamos senior center<&&>despensa movil de alimentos<&&>nutricion<&&>comer<&&>93440<&&>bocadillos<&&>hambre<&&>comidas<&&>comida<&&>ingles<&&>bocadillo<&&>los alamos
1034,Crossroads Church,Iglesia Crossroads,https://crossroadscentralcoast.com/,English,ingles,,,Our heart as a church is to bring glory to jesus and good to our valley. We believe the great commission is not optional. We preach and teach the bible in order to make disciples who are on mission.,Nuestro corazon como iglesia debe traer gloria a Jesus y bien a nuestro valle. Creemos que la gran comision no es opcional. Predicamos y ensenamos la Biblia para hacer discipulos en mision.,food,comida,hungry<&&>hunger<&&>snacks<&&>food<&&>nutrition<&&>mobile food pantry<&&>213 north j street<&&>crossroads church<&&>lompoc<&&>english<&&>snack<&&>meals<&&>93436<&&>eat,nutricion<&&>comer<&&>encrucijada iglesia<&&>bocadillos<&&>213 north j street<&&>despensa de comida movil<&&>hambre<&&>lompoc<&&>93436<&&>comidas<&&>comida<&&>ingles<&&>bocadillo
1035,CalFresh,CalFresh,https://www.countyofsb.org/dss/services/food-aid/calfresh.sbc,English,ingles,,,CalFresh is a supplemental program that helps limited-income individuals and families buy the food they need in order to stay healthy,CalFresh es un programa complementario que ayuda a las personas y familias de ingresos limitados a comprar los alimentos que necesitan para mantenerse saludables.,food,comida,hunger<&&>nutrition<&&>english<&&>calfresh<&&>2125 s. centerpointe pkwy<&&>93455<&&>hungry<&&>ebt<&&>93110<&&>93436<&&>snacks<&&>234 camino del remedio<&&>state sponsored services<&&>lompoc<&&>santa maria<&&>snack<&&>meals<&&>food<&&>santa barbara<&&>1100 w. laurel avenue<&&>eat,nutricion<&&>1100 w. avenida laurel<&&>calfresh<&&>2125 s. centerpointe pkwy<&&>93455<&&>ebt<&&>93110<&&>93436<&&>ingles<&&>234 camino del remedio<&&>hambre<&&>lompoc<&&>santa maria<&&>comidas<&&>servicios patrocinados por el estado<&&>bocadillo<&&>comer<&&>santa barbara<&&>comida<&&>bocadillos
1036,Warming Centers,Centros de calentamiento,,English,ingles,,,Operating Times: November 15 through March 31. Open when:  1. Temperatures are below 35 degrees  2. There is a 40% chance of rain<&&> or  3. It has been raining for 2 days and less than 40 degrees. Hot meals served. Sack lunch provided. Personal toiletries<&&> jackets and socks available.,Horas de funcionamiento: 15 de noviembre al 31 de marzo. Abierto cuando: 1. Las temperaturas estan por debajo de los 35 grados 2. Hay un 40% de probabilidad de lluvia<&&> o 3. Ha estado lloviendo durante 2 dias y menos de 40 grados. Se sirven comidas calientes. Se proporciona almuerzo en bolsa. Articulos de tocador personales<&&> chaquetas y calcetines disponibles.,housing<&&>community support,vivienda<&&>apoyo comunitario,community<&&>apartments<&&>shelter<&&>english<&&>93117<&&>people<&&>support<&&>neigborhood<&&>rent<&&>warming centers<&&>93101<&&>305 e. anapamu street<&&>1535 santa barbara st.<&&>homes<&&>21 e. constance avenue<&&>warming center<&&>93105<&&>1500 state street<&&>2101 state street<&&>isla vista<&&>carpinteria<&&>community support<&&>santa barbara<&&>892 camino del sur<&&>1111 vallecito road<&&>housing<&&>93013,305 e. calle anapamu<&&>alquiler<&&>93117<&&>casas<&&>gente<&&>comunidad<&&>apoyo comunitario<&&>vivienda<&&>vecindario<&&>ingles<&&>warming centers<&&>apartamentos<&&>93101<&&>1535 santa barbara st.<&&>21 e. avenida constance<&&>warming center<&&>93105<&&>1500 state street<&&>2101 state street<&&>refugio<&&>isla vista<&&>carpinteria<&&>santa barbara<&&>apoyo<&&>892 camino del sur<&&>1111 vallecito road<&&>93013
1037,Hotel de Rivera,Hotel de Rivera,http://www.chcsb.com/,English,ingles,Homeless,Sin hogar,30 single resident occupancy units for homeless individuals suffering from mental health issues and addiction issues. Must be in treatment.,30 unidades de ocupacion de un solo residente para personas sin hogar que sufren problemas de salud mental y problemas de adiccion. Debe estar en tratamiento.,housing<&&>mental health,vivienda<&&>salud mental,homeless<&&>93101<&&>illness<&&>support<&&>homes<&&>125 w. carrillo street<&&>hotel de rivera<&&>mental illness<&&>mental<&&>health<&&>apartments<&&>shelter<&&>english<&&>santa barbara<&&>mental health<&&>sober living homes<&&>rent<&&>housing,ingles<&&>albergue<&&>indigentes<&&>hogares para vivir sobrios<&&>alquiler<&&>casas<&&>salud<&&>hotel de rivera<&&>enfermedad mental<&&>vivienda<&&>apartamentos<&&>93101<&&>enfermedad<&&>refugio<&&>mental<&&>salud mental<&&>santa barbara<&&>apoyo<&&>125 w. calle carrillo
1038,WillBridge,WillBridge,https://www.willbridgesb.org/,English,ingles,Women<&&> Females<&&> Homeless<&&> Mentally Ill,Mujeres<&&> mujeres<&&> personas sin hogar<&&> enfermos mentales,Transitional housing for the chronically homeless<&&> mentally ill adults<&&> females at risk of violent crimes and an alternative to incarceration. Must be clean and sober.,Vivienda de transicion para personas cronicamente sin hogar<&&> adultos con enfermedades mentales<&&> mujeres en riesgo de delitos violentos y una alternativa al encarcelamiento. Debe estar limpio y sobrio.,housing<&&>mental health<&&>women,vivienda<&&>salud mental<&&>mujeres,women<&&>females<&&>health<&&>apartments<&&>shelter<&&>english<&&>homeless<&&>support<&&>sober living homes<&&>rent<&&>homes<&&>domestic violence shelter<&&>mental illness<&&>93105<&&>2904 state street<&&>mentally ill<&&>willbridge<&&>illness<&&>mental<&&>santa barbara<&&>mental health<&&>housing,hogares para vivir sobrios<&&>refugio de violencia domestica<&&>alquiler<&&>casas<&&>salud<&&>enfermedad mental<&&>vivienda<&&>ingles<&&>apartamentos<&&>mujeres<&&>enfermedad<&&>93105<&&>2904 state street<&&>personas sin hogar<&&>willbridge<&&>refugio<&&>mental<&&>salud mental<&&>santa barbara<&&>apoyo<&&>enfermos mentales
1039,Anka Behavioral Health,Salud del comportamiento de Anka,,English,ingles,Mentally Ill,Mentalmente enfermo,Crisis stabilization and transitional housing for chronically mentally ill persons and those with severe addictions.,Estabilizacion de crisis y vivienda transitoria para personas con enfermedades mentales cronicas y adicciones graves.,housing<&&>substance use,vivienda<&&>uso de sustancias,alcohol<&&>apartments<&&>shelter<&&>66 s. san antonio street<&&>english<&&>crisis stabilization<&&>transitional shelter<&&>93110<&&>rent<&&>substance use<&&>drugs<&&>addiction<&&>homes<&&>mental illness<&&>santa maria<&&>recovery<&&>212 carmen lane<&&>mentally ill<&&>anka behavioral health<&&>housing for people with mental health issues<&&>93458<&&>santa barbara<&&>housing,recuperacion<&&>vivienda para personas con problemas de salud mental<&&>estabilizacion de crisis<&&>alquiler<&&>casas<&&>refugio transitorio<&&>enfermedad mental<&&>vivienda<&&>93110<&&>enfermo mental<&&>ingles<&&>apartamentos<&&>santa maria<&&>212 carmen lane<&&>uso de sustancias<&&>66 s. calle san antonio<&&>refugio<&&>adiccion<&&>anka salud conductual<&&>93458<&&>santa barbara<&&>alcohol<&&>drogas
1040,Sarah's House,Casa de Sarah,http://www.sarahhousesb.org/,English,ingles,Low Income,De bajos ingresos,Home for low-income men and women with HIV/AIDS needing end of life care or a safe place to regain their health.,Hogar para hombres y mujeres de bajos ingresos con VIH / SIDA que necesitan atencion al final de su vida o un lugar seguro para recuperar su salud.,housing<&&>medical support,vivienda<&&>apoyo medico,hiv<&&>medical<&&>medical support<&&>apartments<&&>shelter<&&>english<&&>aids<&&>support<&&>care<&&>2612 modoc road<&&>rent<&&>homes<&&>sarahs house<&&>93105<&&>end of life care<&&>illness<&&>patient<&&>low income<&&>santa barbara<&&>housing<&&>patients,ingles<&&>cuidado<&&>cuidado al final de la vida<&&>casa de sarah<&&>apoyo medico<&&>alquiler<&&>casas<&&>camino 2612 modoc<&&>medico<&&>pacientes<&&>vivienda<&&>bajos ingresos<&&>apartamentos<&&>vih<&&>enfermedad<&&>93105<&&>sida<&&>paciente<&&>refugio<&&>santa barbara<&&>apoyo
1041,People’s Self-Help Housing,Vivienda de autoayuda de las personas,https://www.pshhc.org,English,ingles,,,To submit an application<&&> go online and fill out the application and contact the property directly.,Para enviar una solicitud<&&> ingrese en linea<&&> complete la solicitud y comuniquese directamente con la propiedad.,housing,alojamiento,housing for seniors<&&>155 s. kellogg avenue<&&>apartments<&&>131 s kellogg ave<&&>322 ladera street<&&>1026 w. boone street<&&>280 e. newlove drive<&&>shelter<&&>goleta<&&>english<&&>93117<&&>people’s self-help housing<&&>housing for people with disabilities<&&>93455<&&>26 e. victoria street<&&>250 e. newlove drive<&&>290 parkview south<&&>guadalupe<&&>housing for people with developmental disabilities<&&>210 w. victoria street<&&>10 longshore place<&&>orcutt<&&>21 e. anapamu street<&&>1148 w. boone street<&&>525 south russell avenue<&&>93110<&&>4090 via real<&&>housing for farmworkers<&&>rent<&&>93436<&&>681 ash avenue<&&>93103<&&>93101<&&>single room occupants<&&>648 north g street<&&>homes<&&>24 e. victoria street<&&>6660 abrego road<&&>6822 phelps road<&&>230 calle cesar chavez<&&>510 n. salsipuedes<&&>affordable housing<&&>lompoc<&&>santa maria<&&>93454<&&>93434<&&>1760 s. mcclelland<&&>360 ellwood beach drive<&&>4202 11th street<&&>93458<&&>carpinteria<&&>4234 pozzo circle<&&>santa barbara<&&>665 sierra madre avenue<&&>1305 dahlia court<&&>housing<&&>93013,155 s. kellogg avenue<&&>131 s kellogg ave<&&>322 ladera street<&&>goleta<&&>alquiler<&&>93117<&&>24 e. calle victoria<&&>210 w. calle victoria<&&>casas<&&>26 e. victoria street<&&>93455<&&>viviendas para personas con discapacidades del desarrollo<&&>250 e. newlove drive<&&>290 parkview south<&&>guadalupe<&&>viviendas para personas mayores<&&>21 e. calle anapamu<&&>10 longshore place<&&>orcutt<&&>1148 w. boone street<&&>525 south russell avenue<&&>vivienda<&&>93110<&&>4090 via real<&&>93436<&&>ingles<&&>681 ash avenue<&&>93103<&&>93101<&&>apartamentos<&&>648 north g street<&&>viviendas para personas con discapacidades<&&>6660 abrego road<&&>6822 phelps road<&&>230 calle cesar chavez<&&>510 n. salsipuedes<&&>lompoc<&&>santa maria<&&>280 e. nueva unidad de amor<&&>vivienda para trabajadores agricolas<&&>93454<&&>93434<&&>1760 s. mcclelland<&&>vivienda de autoayuda popular<&&>viviendas asequibles<&&>habitacion individual ocupantes<&&>refugio<&&>360 ellwood beach drive<&&>4202 11th street<&&>1026 w. calle boone<&&>93458<&&>carpinteria<&&>4234 pozzo circle<&&>santa barbara<&&>665 sierra madre avenue<&&>1305 dahlia court<&&>93013
1042,Living Faith Santa Barbara ,Living Faith Santa Barbara,,English,ingles,,,This organization provides a safe place to park a vehicle  and sleep overnight legally. Outdoor port-a-potty on site.Can offer food vouchers for Vons. Call 805-967-5651,Esta organizacion proporciona un lugar seguro para estacionar un vehiculo y dormir durante la noche legalmente. Port-a-potty al aire libre en el sitio. Puede ofrecer vales de comida para Vons. Llame al 805-967-5651,community support<&&>transportation,apoyo comunitario<&&>transporte,people<&&>support<&&>neigborhood<&&>transit<&&>living faith santa barbara<&&>4597 hollister avenue<&&>community<&&>grocery vouchers<&&>safe parking<&&>community support<&&>93110<&&>english<&&>santa barbara<&&>transport<&&>transportation<&&>hygiene products<&&>clothing,living Faith santa barbara<&&>vales de comestibles<&&>comunidad<&&>transporte<&&>4597 hollister avenue<&&>vecindario<&&>apoyo comunitario<&&>transito<&&>apoyo<&&>productos de higiene<&&>93110<&&>santa barbara<&&>estacionamiento seguro<&&>ropa<&&>ingles<&&>gente
